11550.014	0.044375376	0.044665908	0.042694164	0.044471802	0.043951884	0.045673944	0.044350365	0.044212369	0.043053047	0.044625777	0.044617045	0.048661936	0.045315112	0.045593756	0.04575384	0.044392381	0.045882467	0.044310111	0.044735374	0.047946688	0.045706795	0.045746469	0.046617029	0.046169275	0.044385012	0.045805212	0.044461673	0.044977995	0.043964823	0.044197614	0.046883945
11550.498	0.047152748	0.047322184	0.046382059	0.046185675	0.045778714	0.046990074	0.046450091	0.045725361	0.047498565	0.04820691	0.046927493	0.050952471	0.045747998	0.048198879	0.047413683	0.047167319	0.047794238	0.04736952	0.047780444	0.048695762	0.047213815	0.048828279	0.048157357	0.047522955	0.045670681	0.047491294	0.047538901	0.04562083	0.047091875	0.046413632	0.048234898
11551.012	0.050540038	0.049210272	0.049708964	0.048494013	0.049330954	0.048192427	0.049766469	0.050219689	0.051224864	0.050249194	0.050079914	0.054407205	0.048416747	0.051457329	0.050686304	0.049783439	0.050839425	0.049598359	0.051250356	0.050777077	0.049811364	0.052844717	0.049835957	0.050541092	0.049358362	0.049547833	0.05049997	0.0483484	0.051158515	0.050218397	0.050482644
11551.495	0.052695746	0.052424903	0.051134671	0.051437775	0.052580219	0.051600346	0.053807268	0.053598137	0.053536866	0.052502907	0.052110117	0.057018787	0.051678373	0.054430974	0.054065022	0.052678689	0.052702333	0.052758779	0.052854142	0.054365088	0.052613441	0.056224404	0.05283293	0.052775494	0.053920781	0.052664723	0.053497058	0.053234359	0.053858753	0.053321498	0.053649996
11552.011	0.056235559	0.056349347	0.055201446	0.055616985	0.055628296	0.0561782	0.057365396	0.055937877	0.058272227	0.056883151	0.057151145	0.059317136	0.055928273	0.056375772	0.055980968	0.055502517	0.056551504	0.058201553	0.056592065	0.05747027	0.0554796	0.060061903	0.05732573	0.055966199	0.056340738	0.057500868	0.057975724	0.056395477	0.057371405	0.056427289	0.058124924
11552.493	0.060017208	0.059241466	0.057913801	0.059923546	0.059056265	0.059454276	0.060698944	0.060340884	0.060165096	0.05979376	0.060933848	0.063919467	0.060558092	0.060210458	0.060547238	0.059952766	0.061043449	0.060561126	0.05835653	0.059649809	0.059390196	0.063219236	0.060491916	0.060001349	0.059201439	0.059902034	0.061760923	0.059533519	0.060395612	0.059438246	0.062982501
11553.009	0.063950903	0.062870636	0.061185195	0.065215991	0.062904212	0.065019543	0.065562217	0.063513266	0.063757657	0.064658224	0.066293322	0.067210371	0.065402577	0.064708336	0.066014386	0.065158938	0.065807116	0.064359493	0.062638343	0.065310991	0.064685971	0.067949449	0.064722532	0.066338027	0.065564992	0.064865571	0.066602881	0.064151252	0.065339855	0.065358551	0.065935887
11553.492	0.070000736	0.067010532	0.067003488	0.068189942	0.068621283	0.069256796	0.069088308	0.067488052	0.069904859	0.070554619	0.07068328	0.070425751	0.070787629	0.070177384	0.070227679	0.068587314	0.070339064	0.067503135	0.067664789	0.071297824	0.069764174	0.071537688	0.06975719	0.070287267	0.068563865	0.069915962	0.069529741	0.070017426	0.069951611	0.071437831	0.069106534
11554.006	0.073728324	0.073597701	0.071137616	0.072571461	0.073322351	0.075044246	0.074435842	0.073724932	0.073947165	0.073883466	0.075851945	0.076863966	0.075369421	0.076087579	0.076145434	0.073093476	0.076959319	0.073458666	0.073767243	0.07505276	0.076201463	0.076427121	0.075267793	0.074676177	0.0739694	0.074336212	0.075103605	0.076085911	0.076079039	0.074942776	0.07514836
11554.49	0.080664818	0.079153692	0.075622486	0.078020501	0.077604864	0.081290846	0.080841713	0.07843624	0.078104038	0.07869334	0.080339598	0.082200987	0.08135957	0.081680314	0.081682302	0.078417739	0.082513982	0.079711794	0.08094797	0.080584635	0.081278805	0.081470598	0.081070253	0.080253355	0.079520608	0.081525503	0.082030409	0.082028521	0.080903595	0.078655231	0.081694857
11555.006	0.086491272	0.084773389	0.083949775	0.084031651	0.083879207	0.086575038	0.08653987	0.085763259	0.084729851	0.08533379	0.087693971	0.087996844	0.087102086	0.087191986	0.088606025	0.085111697	0.087483182	0.086942647	0.087368824	0.08801813	0.086926029	0.087446771	0.086678778	0.085652945	0.087744738	0.088485866	0.090409875	0.087765716	0.087349227	0.086733279	0.089717792
11555.489	0.092940394	0.091129278	0.090871599	0.0918995	0.091251624	0.093849522	0.093885294	0.09302627	0.09242421	0.093259922	0.095378673	0.09566488	0.092866281	0.094163492	0.094760967	0.092432564	0.093957453	0.094088169	0.093716318	0.09477563	0.0947826	0.095228243	0.096014134	0.093342564	0.094745906	0.094632874	0.096101559	0.094339588	0.09516122	0.094979581	0.095046044
11556.004	0.10139366	0.099563056	0.097624752	0.1005718	0.10001089	0.10286529	0.10358544	0.10052316	0.10224008	0.10103792	0.10333874	0.10410993	0.10361725	0.10216275	0.1024279	0.10179997	0.10286894	0.10375754	0.1031008	0.10350709	0.10311668	0.10500972	0.10356189	0.10252233	0.10226035	0.10283302	0.1037873	0.1024288	0.10401452	0.1034955	0.10423625
11556.487	0.11105769	0.1093356	0.10601966	0.10869402	0.10805654	0.11156911	0.1101811	0.11095017	0.11111572	0.11061279	0.11190588	0.11364507	0.11277281	0.11100724	0.11131008	0.11014195	0.11175934	0.11262214	0.11053126	0.11335744	0.11255868	0.11429868	0.11263883	0.11022231	0.11168685	0.1107015	0.11370971	0.11224932	0.11322546	0.11296138	0.11342292
11557.003	0.12020907	0.12024933	0.1178281	0.11927805	0.1174523	0.1217642	0.11969563	0.12263436	0.12121119	0.12342434	0.12182091	0.12554834	0.12307439	0.12264432	0.123612	0.12009917	0.12315631	0.12353278	0.12237492	0.12321222	0.12313688	0.12306274	0.12344777	0.12155664	0.12390791	0.12273815	0.12486566	0.12291233	0.12325709	0.12290042	0.12102668
11557.518	0.13284067	0.13262794	0.13046415	0.13103642	0.13125851	0.13447491	0.13418173	0.1356323	0.13440706	0.13480939	0.13570827	0.13879232	0.13619037	0.13388742	0.13660559	0.13493193	0.13633406	0.13531853	0.13548552	0.13799026	0.13555741	0.13682318	0.13445052	0.13689202	0.13487772	0.1366128	0.13624643	0.13659334	0.13583407	0.1351639	0.13480756
11558.001	0.14517383	0.1451488	0.14317037	0.14443964	0.1466078	0.1464798	0.14789704	0.14933566	0.14900726	0.14938763	0.1478984	0.15215976	0.14954169	0.14800055	0.15038927	0.14854794	0.14948431	0.14810518	0.14927397	0.15140658	0.14959018	0.15128256	0.14918629	0.14870823	0.14921976	0.14842743	0.15031186	0.14928256	0.15123524	0.14867118	0.1507887
11558.517	0.16235285	0.159891	0.15841562	0.15947293	0.16140261	0.16359792	0.16621155	0.16663355	0.16447597	0.16791701	0.16498366	0.16763138	0.16733429	0.1647877	0.16755474	0.16562164	0.16545964	0.16660606	0.16582572	0.16810213	0.1662285	0.16891827	0.16696964	0.16469436	0.16741832	0.16569346	0.16581953	0.16606673	0.16821363	0.16627842	0.16750433
11559.001	0.18104572	0.17629703	0.17428374	0.17683911	0.17951968	0.1849815	0.18616136	0.18563377	0.18290822	0.1851521	0.18466846	0.18627017	0.18400066	0.18294525	0.18613345	0.18321998	0.18475619	0.18587933	0.18325112	0.18648252	0.18393012	0.18660185	0.18458881	0.18541957	0.18392757	0.18636611	0.18443241	0.18572618	0.18725288	0.18518541	0.18530331
11559.517	0.20200041	0.19828034	0.19790886	0.19924218	0.20151644	0.20994284	0.20870694	0.20756913	0.20915434	0.20917568	0.20740378	0.21177883	0.20880037	0.20690391	0.21027748	0.20549068	0.20786553	0.21036614	0.2092832	0.21030372	0.20920961	0.20870047	0.20864441	0.20920801	0.2092981	0.21055488	0.20933819	0.2097027	0.21013007	0.20964131	0.21043272
