7079.9984	0.03943
7080.9977	0.03974
7081.9983	0.04023
7082.9993	0.04048
7083.9987	0.04086
7084.9993	0.04009
7085.9993	0.0409
7086.9978	0.04109
7087.9976	0.04097
7088.9976	0.0415
7089.9989	0.04153
7090.9987	0.04207
7091.9987	0.04191
7092.9991	0.04217
7093.998	0.043
7094.9981	0.0428
7095.9994	0.04315
7096.9992	0.04371
7097.9993	0.0441
7098.9988	0.04458
7099.9978	0.04518
7100.2478	0.04537
7100.4987	0.04542
7100.7487	0.04539
7100.9979	0.04567
7101.2489	0.04589
7101.499	0.04589
7101.7482	0.04622
7101.9983	0.04628
7102.2494	0.04647
7102.4987	0.04643
7102.748	0.04672
7102.9991	0.0469
7103.2493	0.04691
7103.4977	0.04719
7103.748	0.04762
7103.9992	0.0477
7104.2486	0.04804
7104.4981	0.04784
7104.7493	0.04837
7104.9988	0.04836
7105.2483	0.04888
7105.4978	0.04883
7105.7491	0.04932
7105.9987	0.04959
7106.2482	0.04995
7106.4987	0.05001
7106.7492	0.05082
7106.9979	0.05059
7107.2485	0.05125
7107.499	0.05131
7107.7487	0.05211
7107.9984	0.05231
7108.249	0.05248
7108.4987	0.0531
7108.7476	0.05378
7108.9983	0.05442
7109.249	0.05511
7109.4988	0.0558
7109.7477	0.0563
7109.9994	0.05701
7110.2492	0.0585
7110.4982	0.06016
7110.749	0.0621
7110.9989	0.06452
7111.248	0.06828
7111.4979	0.07364
7111.7488	0.08123
7111.9988	0.08796
7112.2479	0.09002
7112.4989	0.08854
7112.749	0.08719
7112.9981	0.08602
7113.2482	0.08581
7113.4992	0.08559
7113.7494	0.08685
7113.9977	0.08844
7114.2488	0.0906
7114.499	0.09325
7114.7483	0.09507
7114.9976	0.0988
7115.2488	0.10358
7115.499	0.10857
7115.7484	0.11138
7115.9987	0.11197
7116.2491	0.11039
7116.4976	0.11143
7116.7479	0.1129
7116.9992	0.11537
7117.2487	0.11965
7117.4982	0.1243
7117.7487	0.13155
7117.9992	0.14011
7118.2478	0.15058
7118.4983	0.1638
7118.7488	0.17975
7118.9994	0.19891
7119.2481	0.22527
7119.4987	0.25418
7119.7493	0.29008
7119.9981	0.32821
7120.2478	0.36968
7120.4994	0.41571
7120.7491	0.4616
7120.998	0.50943
7121.2487	0.55689
7121.4995	0.5983
7121.7484	0.63616
7121.9982	0.67124
7122.249	0.70766
7122.4989	0.74652
7122.7479	0.78589
7122.9988	0.83118
7123.2487	0.8805
7123.4978	0.93016
7123.7478	0.97715
7123.9987	1.02048
7124.2487	1.05479
7124.4978	1.08241
7124.7488	1.10593
7124.9989	1.12399
7125.2481	1.13659
7125.4992	1.15432
7125.7493	1.1643
7125.9976	1.18125
7126.2478	1.19992
7126.499	1.21866
7126.7492	1.23467
7126.9976	1.25714
7127.2488	1.2743
7127.4991	1.29736
7127.7484	1.31964
7127.9978	1.34018
7128.2491	1.36294
7128.4994	1.38551
7128.748	1.41033
7128.9993	1.42932
7129.2488	1.4466
7129.4983	1.45487
7129.7478	1.4651
7129.9992	1.46002
7130.2488	1.45196
7130.4984	1.43994
7130.749	1.42106
7130.9986	1.39702
7131.2482	1.37036
7131.4979	1.34218
7131.7494	1.31236
7131.9991	1.28507
7132.2479	1.26015
7132.4986	1.2372
7132.7493	1.21545
7132.9982	1.19798
7133.248	1.18379
7133.4987	1.17188
7133.7486	1.16084
7133.9984	1.14944
7134.2492	1.14274
7134.4991	1.1343
7134.7481	1.12966
7134.9981	1.12293
7135.2489	1.1157
7135.4989	1.10756
7135.748	1.10263
7135.9989	1.09321
7136.249	1.0859
7136.4981	1.0764
7136.7482	1.06861
7136.9992	1.06215
7137.2493	1.0521
7137.4976	1.04566
7137.7487	1.03775
7137.9988	1.03029
7138.2481	1.0242
7138.4983	1.01971
7138.7485	1.01421
7138.9988	1.00958
7139.2481	1.00723
7139.4994	1.00728
7139.7487	1.00509
7139.9981	1.00403
7140.4988	1.00434
7140.9978	1.00618
7141.4986	1.00564
7141.9986	1.00689
7142.4978	1.0053
7142.9989	1.00239
7143.4982	0.99365
7143.9986	0.98716
7144.498	0.97545
7144.9994	0.96453
7145.4991	0.95429
7145.9978	0.92694
7146.4985	0.90967
7146.9984	0.88969
7147.4993	0.8749
7147.9984	0.85843
7148.4994	0.84492
7148.9986	0.82879
7149.4979	0.81791
7149.9992	0.80498
7150.4977	0.79515
7150.9991	0.78744
7151.4978	0.78142
7151.9994	0.77676
7152.4992	0.77397
7152.9981	0.77541
7153.499	0.77646
7153.998	0.77777
7154.4991	0.78323
7154.9983	0.79171
7155.4994	0.8004
7155.9988	0.80946
7156.4983	0.82318
7156.9988	0.83615
7157.4984	0.84835
7157.999	0.86442
7158.4988	0.87734
7158.9977	0.89104
7159.4986	0.90477
7159.9976	0.91797
7160.4986	0.93069
7160.9979	0.94383
7161.499	0.95558
7161.9994	0.96492
7162.4979	0.97625
7162.9993	0.98435
7163.4979	0.99348
7163.9986	1.00263
7164.4983	1.01014
7164.9991	1.01686
7165.499	1.02282
7165.9981	1.0291
7166.4991	1.03682
7166.9983	1.04119
7167.4994	1.04682
7167.9979	1.05019
7168.4992	1.05453
7168.9987	1.05754
7169.4983	1.0606
7169.9989	1.06125
7170.7147	1.06822
7171.4364	1.07083
7172.1629	1.0737
7172.8951	1.07455
7173.6332	1.07111
7174.3762	1.06924
7175.1241	1.06558
7175.8777	1.05961
7176.6363	1.05438
7177.3997	1.0482
7178.1689	1.04452
7178.944	1.03732
7179.724	1.03339
7180.5089	1.02865
7181.2987	1.02273
7182.0953	1.02059
7182.8968	1.01681
7183.7022	1.01665
7184.5154	1.01562
7185.3308	1.01103
7186.1538	1.012
7186.9818	1.01056
7187.8138	1.01002
7188.6526	1.00761
7189.4963	1.00665
7190.345	1.00503
7191.1987	1.00264
7192.0592	1.00093
7192.9236	0.99881
7193.7931	0.99439
7194.6694	0.99125
7195.5498	0.98588
7196.4351	0.98379
7197.3273	0.97941
7198.2244	0.97524
7199.1247	0.97002
7200.0328	0.96715
7200.9449	0.96476
7201.863	0.95982
7202.7861	0.95703
7203.7142	0.95431
7204.6482	0.95318
7205.5873	0.9512
7206.5323	0.95111
7207.4815	0.95201
7208.4356	0.9526
7209.3957	0.95456
7210.3618	0.95698
7211.333	0.95757
7212.3092	0.96073
7213.2914	0.96599
7214.2768	0.96903
7215.2701	0.97134
7216.2675	0.97336
7217.269	0.97922
7218.2775	0.98266
7219.291	0.98391
7220.3097	0.98627
7221.3344	0.98943
7222.3632	0.99361
7223.3972	0.99423
7224.4372	0.99358
7225.4823	0.99523
7226.5315	0.99585
7227.5878	0.99771
7228.6492	0.99508
7229.7148	0.99444
7230.7875	0.99447
7231.8643	0.9965
7232.9462	0.99273
7234.0343	0.99413
7235.1265	0.98902
7236.2249	0.99116
7237.3294	0.98982
7238.4372	0.98685
7239.551	0.98725
7240.671	0.98669
7241.7962	0.98616
7242.9247	0.98642
7244.0612	0.98845
7245.2011	0.98718
7246.347	0.98962
7247.4992	0.99046
7248.6547	0.99278
7249.8173	0.99308
7250.9841	0.99573
7252.1562	0.99764
7253.3335	1.00047
7254.517	1.00095
7255.7049	1.00304
7256.8989	1.00669
7258.0982	1.00698
7259.3018	1.00838
7260.5116	1.01068
7261.7257	1.01061
7262.9471	1.01074
7264.1727	1.01245
7265.4027	1.01052
7266.639	1.01138
7267.8806	1.01015
7269.1274	1.00812
7270.3796	1.00518
7271.6362	1.00298
7272.9	1.002
7274.1672	0.9974
7275.4397	0.99692
7276.7185	0.99234
7278.0027	0.98916
7279.2923	0.9886
7280.5862	0.98453
7281.8856	0.98386
7283.1912	0.98178
7284.5023	0.97884
7285.8168	0.97735
7287.1376	0.97711
7288.4648	0.97716
7289.7965	0.97572
7291.1326	0.97502
7292.475	0.97647
7293.8219	0.97518
7295.1753	0.97576
7296.5331	0.97826
7297.8963	0.9775
7299.2659	0.97786
7300.6391	0.97956
7302.0187	0.97909
7303.4028	0.97866
7304.7933	0.97943
7306.1893	0.97819
7307.5888	0.97838
7308.9948	0.97853
7310.4063	0.98017
7311.8224	0.97969
7313.2439	0.97965
7314.6719	0.98018
7316.1026	0.98068
7317.5407	0.98229
7318.9853	0.9809
7320.4325	0.98219
7321.8863	0.98332
7323.3446	0.98394
7324.8085	0.9839
7326.278	0.98592
7327.754	0.98542
7329.2327	0.98595
7330.7189	0.98779
7332.2098	0.98799
7333.7052	0.9889
7335.2072	0.98927
7336.7129	0.99048
7338.2252	0.99025
7339.7432	0.98998
7341.2648	0.98986
7342.793	0.98926
7344.3259	0.9882
7345.8655	0.98808
7347.4077	0.98792
7348.9576	0.98606
7350.5122	0.9861
7352.0715	0.98463
7353.6364	0.98615
7355.2061	0.98496
7356.7825	0.98083
7358.3626	0.97997
7359.9494	0.98156
7361.54	0.97965
7363.1383	0.97848
7364.7404	0.97579
7366.3472	0.97664
7367.9597	0.97518
7369.5771	0.97552
7371.2012	0.97483
7372.8291	0.97497
7374.4637	0.97495
7376.1032	0.97402
7377.7475	0.97517
7379.3966	0.97521
7381.0525	0.97469
7382.7132	0.9731
7384.3788	0.9748
7386.0502	0.97464
7387.7275	0.97499
7389.4076	0.97433
7391.0946	0.97477
7392.7874	0.97471
7394.4851	0.97504
7396.1877	0.97516
7397.8962	0.97497
7399.6096	0.974
7401.3289	0.97358
7403.0531	0.97466
7404.7822	0.97534
7406.5173	0.97589
7408.2573	0.97565
7410.0022	0.97487
7411.7531	0.97587
7413.5089	0.97646
7415.2697	0.97513
7417.0365	0.97508
7418.8083	0.97445
7420.586	0.97466
7422.3678	0.97426
7424.1565	0.97557
7425.9493	0.97292
7427.748	0.97147
7429.5508	0.97439
7431.3596	0.97486
7433.1735	0.97545
7434.9944	0.97343
7436.8194	0.97447
7438.6494	0.97406
7440.4845	0.97418
7442.3257	0.97488
7444.172	0.97564
7446.0233	0.97321
7447.8798	0.97563
7449.7424	0.97464
7451.6101	0.97463
7453.4819	0.97606
7455.3598	0.97366
7457.2429	0.97601
7459.1322	0.97267
7461.0255	0.97495
7462.9251	0.97515
7464.8288	0.97528
7466.7387	0.97412
7468.6538	0.97529
7470.5751	0.97566
7472.4996	0.97785
7474.4323	0.97511
7476.3672	0.97666
7478.3103	0.97621
7480.2567	0.97622
7482.2093	0.97531
7484.1662	0.97726
7486.1293	0.97484
7488.0967	0.97535
7490.0703	0.97709
7492.0493	0.97687
7494.0335	0.97578
7496.023	0.97456
7498.0178	0.97433
7500.018	0.97416
7502.0224	0.97498
7504.0332	0.97425
7506.0493	0.9732
7508.0698	0.97474
7510.0966	0.97312
7512.1278	0.9726
7514.1653	0.97211
7516.2083	0.97263
7518.2556	0.97337
7520.3093	0.97146
7522.3674	0.97362
7524.4309	0.97116
7526.4998	0.97255
7528.5742	0.97218
7530.654	0.9726
7532.7382	0.97067
7534.8288	0.97183
7536.924	0.97421
7539.0246	0.9729
7541.1306	0.97291
7543.2422	0.9733
7545.3592	0.9707
7547.4807	0.97197
7549.6078	0.97317
7551.7414	0.97364
7553.8795	0.97248
7556.022	0.97323
7558.1701	0.97439
7560.3238	0.97401
7562.4831	0.9747
7564.6479	0.97338
7566.8173	0.97552
7568.9933	0.97652
7571.1728	0.97309
7573.3589	0.97517
7575.5486	0.97599
7577.7449	0.97526
7579.947	0.97486
7582.1535	0.97422
7584.3658	0.97303
7586.5837	0.97616
7588.8073	0.97497
7591.0355	0.97557
7593.2683	0.97472
7595.5068	0.97609
7597.7511	0.97281
7600	0.97372
