7100,3160256503 -0,00141977501635682
7101,19797924236 -0,00191751635816717
7102,07993283442 -4,24292332736109E-4
7102,96188642647 -4,24292332736109E-4
7103,84384001853 -4,24292332736109E-4
7104,72579361058 0,00505086242717689
7105,60774720264 0,00505086242717689
7106,4897007947 0,00654408645260751
7107,37165438675 0,00753956913622822
7108,25360797881 0,0105260171870899
7109,13556157086 0,0155034306051925
7110,01751516292 0,0219740680487263
7110,89946875498 0,0304356708595009
7111,78142234703 0,0443724284301882
7112,66337593909 0,0548249966082043
7113,54532953114 0,0598024100263069
7114,4272831232 0,0637843407607889
7115,30923671526 0,0762278743060459
7116,19119030731 0,100617200054749
7117,11601664343 0,142925214108622
7117,90845571492 0,196834430206227
7118,6015293856 0,273604940940265
7119,12491093644 0,351666871945144
7119,66388257603 0,434269812848235
7120,21510357107 0,525133679894133
7120,75407521066 0,60798944179624
7121,21955071757 0,680485863263717
7121,7986111568 0,75717681494212
7122,3648654517 0,832595617320936
7122,91608644674 0,910641459716787
7123,41218534227 0,988090012502465
7123,8531621383 1,05457403458712
7124,29413893433 1,11728944365522
7124,79023782986 1,18220913580847
7125,31940998509 1,24791099292743
7126,11316821794 1,31162188467914
7126,99512181 1,343477330555
7127,91994814611 1,32644351574638
7128,76515367183 1,30078218434639
7129,30412531142 1,25344145228088
7130,14710368161 1,20682470762163
7130,90879087475 1,1561053676602
7131,69274962324 1,12071042779814
7132,20022292026 1,07811008946415
7132,94830855637 1,0622534724322
7133,83026214843 1,02940254387272
7134,71221574049 1,00750192483307
7135,59416933254 0,993067425920568
7136,4761229246 0,982614857742552
7137,35807651665 0,973655513589967
7138,24003010871 0,971166806880916
7139,12198370077 0,971166806880916
7140,00393729282 0,967184876146434
7140,88589088488 0,957727790652039
7141,76784447693 0,953248118575746
7142,64979806899 0,947275222474023
7143,53175166105 0,940306843688679
7144,4137052531 0,931347499536094
7145,29565884516 0,922388155383509
7146,17761243721 0,908451397812822
7147,05956602927 0,900487536343857
7147,94151962132 0,893021416216703
7148,82347321338 0,88655077877317
7149,70542680544 0,881075624013257
7150,58738039749 0,875600469253344
7151,46933398955 0,877093693278774
7152,35128758161 0,877591434620585
7153,23324117366 0,880577882671446
7154,11519476572 0,889537226824031
7154,99714835777 0,895012381583944
7155,87910194983 0,903473984394719
7156,76105554188 0,909446880496442
7157,64300913394 0,919899448674458
7158,524962726 0,925374603434371
7159,40691631805 0,937818136979628
7160,28886991011 0,946777481132213
7161,17082350216 0,957230049310228
7162,05277709422 0,969673582855485
7162,93473068628 0,980126151033501
7163,81668427833 0,99754709799686
7164,69863787039 1,00750192483307
7165,58059146244 1,02094094106194
7166,4625450545 1,0284070611891
7167,34449864656 1,03736640534168
7168,22645223861 1,04333930144341
7169,10840583067 1,05180090425418
7169,99035942272 1,0527963869378
7170,87231301478 1,05628057633047
7171,75426660683 1,0622534724322
7172,63622019889 1,06623540316668
7173,51817379095 1,06673314450849
7174,400127383 1,06573766182487
7175,28208097506 1,06175573109039
7176,16403456711 1,05976476572314
7177,04598815917 1,05329412827961
7177,92794175123 1,0527963869378
7178,80989534328 1,04533026681065
7179,69184893534 1,0428415601016
