centralRing1_Shift centralRing2_Shift sideRings1_Elong sideRings1_Shift sideRings2_Elong sideRings2_Shift
0.0 0.0 0.0 0.0 0.0 0.0
-0.001507537688442211 0.002512562814070352 0.002512562814070352 0.002512562814070352 -0.001507537688442211 -0.001507537688442211
-0.003015075376884422 0.005025125628140704 0.005025125628140704 0.005025125628140704 -0.003015075376884422 -0.003015075376884422
-0.004522613065326633 0.007537688442211055 0.007537688442211055 0.007537688442211055 -0.004522613065326633 -0.004522613065326633
-0.006030150753768844 0.010050251256281407 0.010050251256281407 0.010050251256281407 -0.006030150753768844 -0.006030150753768844
-0.007537688442211055 0.01256281407035176 0.01256281407035176 0.01256281407035176 -0.007537688442211055 -0.007537688442211055
-0.009045226130653266 0.01507537688442211 0.01507537688442211 0.01507537688442211 -0.009045226130653266 -0.009045226130653266
-0.010552763819095477 0.017587939698492462 0.017587939698492462 0.017587939698492462 -0.010552763819095477 -0.010552763819095477
-0.012060301507537688 0.020100502512562814 0.020100502512562814 0.020100502512562814 -0.012060301507537688 -0.012060301507537688
-0.013567839195979899 0.022613065326633167 0.022613065326633167 0.022613065326633167 -0.013567839195979899 -0.013567839195979899
-0.01507537688442211 0.02512562814070352 0.02512562814070352 0.02512562814070352 -0.01507537688442211 -0.01507537688442211
-0.016582914572864323 0.02763819095477387 0.02763819095477387 0.02763819095477387 -0.016582914572864323 -0.016582914572864323
-0.018090452261306532 0.03015075376884422 0.03015075376884422 0.03015075376884422 -0.018090452261306532 -0.018090452261306532
-0.019597989949748745 0.032663316582914576 0.032663316582914576 0.032663316582914576 -0.019597989949748745 -0.019597989949748745
-0.021105527638190954 0.035175879396984924 0.035175879396984924 0.035175879396984924 -0.021105527638190954 -0.021105527638190954
-0.022613065326633167 0.03768844221105528 0.03768844221105528 0.03768844221105528 -0.022613065326633167 -0.022613065326633167
-0.024120603015075376 0.04020100502512563 0.04020100502512563 0.04020100502512563 -0.024120603015075376 -0.024120603015075376
-0.025628140703517585 0.04271356783919598 0.04271356783919598 0.04271356783919598 -0.025628140703517585 -0.025628140703517585
-0.027135678391959798 0.04522613065326633 0.04522613065326633 0.04522613065326633 -0.027135678391959798 -0.027135678391959798
-0.028643216080402007 0.04773869346733668 0.04773869346733668 0.04773869346733668 -0.028643216080402007 -0.028643216080402007
-0.03015075376884422 0.05025125628140704 0.05025125628140704 0.05025125628140704 -0.03015075376884422 -0.03015075376884422
-0.03165829145728643 0.052763819095477386 0.052763819095477386 0.052763819095477386 -0.03165829145728643 -0.03165829145728643
-0.033165829145728645 0.05527638190954774 0.05527638190954774 0.05527638190954774 -0.033165829145728645 -0.033165829145728645
-0.034673366834170855 0.05778894472361809 0.05778894472361809 0.05778894472361809 -0.034673366834170855 -0.034673366834170855
-0.036180904522613064 0.06030150753768844 0.06030150753768844 0.06030150753768844 -0.036180904522613064 -0.036180904522613064
-0.03768844221105527 0.06281407035175879 0.06281407035175879 0.06281407035175879 -0.03768844221105527 -0.03768844221105527
-0.03919597989949749 0.06532663316582915 0.06532663316582915 0.06532663316582915 -0.03919597989949749 -0.03919597989949749
-0.0407035175879397 0.0678391959798995 0.0678391959798995 0.0678391959798995 -0.0407035175879397 -0.0407035175879397
-0.04221105527638191 0.07035175879396985 0.07035175879396985 0.07035175879396985 -0.04221105527638191 -0.04221105527638191
-0.04371859296482412 0.0728643216080402 0.0728643216080402 0.0728643216080402 -0.04371859296482412 -0.04371859296482412
-0.04522613065326633 0.07537688442211056 0.07537688442211056 0.07537688442211056 -0.04522613065326633 -0.04522613065326633
-0.04673366834170854 0.07788944723618091 0.07788944723618091 0.07788944723618091 -0.04673366834170854 -0.04673366834170854
-0.04824120603015075 0.08040201005025126 0.08040201005025126 0.08040201005025126 -0.04824120603015075 -0.04824120603015075
-0.04974874371859296 0.0829145728643216 0.0829145728643216 0.0829145728643216 -0.04974874371859296 -0.04974874371859296
-0.05125628140703517 0.08542713567839195 0.08542713567839195 0.08542713567839195 -0.05125628140703517 -0.05125628140703517
-0.052763819095477386 0.08793969849246232 0.08793969849246232 0.08793969849246232 -0.052763819095477386 -0.052763819095477386
-0.054271356783919596 0.09045226130653267 0.09045226130653267 0.09045226130653267 -0.054271356783919596 -0.054271356783919596
-0.055778894472361805 0.09296482412060302 0.09296482412060302 0.09296482412060302 -0.055778894472361805 -0.055778894472361805
-0.057286432160804014 0.09547738693467336 0.09547738693467336 0.09547738693467336 -0.057286432160804014 -0.057286432160804014
-0.05879396984924623 0.09798994974874373 0.09798994974874373 0.09798994974874373 -0.05879396984924623 -0.05879396984924623
-0.06030150753768844 0.10050251256281408 0.10050251256281408 0.10050251256281408 -0.06030150753768844 -0.06030150753768844
-0.06180904522613065 0.10301507537688442 0.10301507537688442 0.10301507537688442 -0.06180904522613065 -0.06180904522613065
-0.06331658291457286 0.10552763819095477 0.10552763819095477 0.10552763819095477 -0.06331658291457286 -0.06331658291457286
-0.06482412060301507 0.10804020100502512 0.10804020100502512 0.10804020100502512 -0.06482412060301507 -0.06482412060301507
-0.06633165829145729 0.11055276381909548 0.11055276381909548 0.11055276381909548 -0.06633165829145729 -0.06633165829145729
-0.0678391959798995 0.11306532663316583 0.11306532663316583 0.11306532663316583 -0.0678391959798995 -0.0678391959798995
-0.06934673366834171 0.11557788944723618 0.11557788944723618 0.11557788944723618 -0.06934673366834171 -0.06934673366834171
-0.07085427135678392 0.11809045226130653 0.11809045226130653 0.11809045226130653 -0.07085427135678392 -0.07085427135678392
-0.07236180904522613 0.12060301507537688 0.12060301507537688 0.12060301507537688 -0.07236180904522613 -0.07236180904522613
-0.07386934673366834 0.12311557788944724 0.12311557788944724 0.12311557788944724 -0.07386934673366834 -0.07386934673366834
-0.07537688442211055 0.12562814070351758 0.12562814070351758 0.12562814070351758 -0.07537688442211055 -0.07537688442211055
-0.07688442211055276 0.12814070351758794 0.12814070351758794 0.12814070351758794 -0.07688442211055276 -0.07688442211055276
-0.07839195979899498 0.1306532663316583 0.1306532663316583 0.1306532663316583 -0.07839195979899498 -0.07839195979899498
-0.07989949748743717 0.13316582914572864 0.13316582914572864 0.13316582914572864 -0.07989949748743717 -0.07989949748743717
-0.0814070351758794 0.135678391959799 0.135678391959799 0.135678391959799 -0.0814070351758794 -0.0814070351758794
-0.08291457286432162 0.13819095477386936 0.13819095477386936 0.13819095477386936 -0.08291457286432162 -0.08291457286432162
-0.08442211055276382 0.1407035175879397 0.1407035175879397 0.1407035175879397 -0.08442211055276382 -0.08442211055276382
-0.08592964824120604 0.14321608040201006 0.14321608040201006 0.14321608040201006 -0.08592964824120604 -0.08592964824120604
-0.08743718592964823 0.1457286432160804 0.1457286432160804 0.1457286432160804 -0.08743718592964823 -0.08743718592964823
-0.08894472361809046 0.14824120603015076 0.14824120603015076 0.14824120603015076 -0.08894472361809046 -0.08894472361809046
-0.09045226130653267 0.15075376884422112 0.15075376884422112 0.15075376884422112 -0.09045226130653267 -0.09045226130653267
-0.09195979899497488 0.15326633165829145 0.15326633165829145 0.15326633165829145 -0.09195979899497488 -0.09195979899497488
-0.09346733668341708 0.15577889447236182 0.15577889447236182 0.15577889447236182 -0.09346733668341708 -0.09346733668341708
-0.0949748743718593 0.15829145728643215 0.15829145728643215 0.15829145728643215 -0.0949748743718593 -0.0949748743718593
-0.0964824120603015 0.16080402010050251 0.16080402010050251 0.16080402010050251 -0.0964824120603015 -0.0964824120603015
-0.09798994974874373 0.16331658291457288 0.16331658291457288 0.16331658291457288 -0.09798994974874373 -0.09798994974874373
-0.09949748743718592 0.1658291457286432 0.1658291457286432 0.1658291457286432 -0.09949748743718592 -0.09949748743718592
-0.10100502512562815 0.16834170854271358 0.16834170854271358 0.16834170854271358 -0.10100502512562815 -0.10100502512562815
-0.10251256281407034 0.1708542713567839 0.1708542713567839 0.1708542713567839 -0.10251256281407034 -0.10251256281407034
-0.10402010050251256 0.17336683417085427 0.17336683417085427 0.17336683417085427 -0.10402010050251256 -0.10402010050251256
-0.10552763819095477 0.17587939698492464 0.17587939698492464 0.17587939698492464 -0.10552763819095477 -0.10552763819095477
-0.10703517587939698 0.17839195979899497 0.17839195979899497 0.17839195979899497 -0.10703517587939698 -0.10703517587939698
-0.10854271356783919 0.18090452261306533 0.18090452261306533 0.18090452261306533 -0.10854271356783919 -0.10854271356783919
-0.1100502512562814 0.18341708542713567 0.18341708542713567 0.18341708542713567 -0.1100502512562814 -0.1100502512562814
-0.11155778894472361 0.18592964824120603 0.18592964824120603 0.18592964824120603 -0.11155778894472361 -0.11155778894472361
-0.11306532663316583 0.1884422110552764 0.1884422110552764 0.1884422110552764 -0.11306532663316583 -0.11306532663316583
-0.11457286432160803 0.19095477386934673 0.19095477386934673 0.19095477386934673 -0.11457286432160803 -0.11457286432160803
-0.11608040201005025 0.1934673366834171 0.1934673366834171 0.1934673366834171 -0.11608040201005025 -0.11608040201005025
-0.11758793969849246 0.19597989949748745 0.19597989949748745 0.19597989949748745 -0.11758793969849246 -0.11758793969849246
-0.11909547738693467 0.1984924623115578 0.1984924623115578 0.1984924623115578 -0.11909547738693467 -0.11909547738693467
-0.12060301507537688 0.20100502512562815 0.20100502512562815 0.20100502512562815 -0.12060301507537688 -0.12060301507537688
-0.12211055276381909 0.20351758793969849 0.20351758793969849 0.20351758793969849 -0.12211055276381909 -0.12211055276381909
-0.1236180904522613 0.20603015075376885 0.20603015075376885 0.20603015075376885 -0.1236180904522613 -0.1236180904522613
-0.12512562814070352 0.2085427135678392 0.2085427135678392 0.2085427135678392 -0.12512562814070352 -0.12512562814070352
-0.12663316582914572 0.21105527638190955 0.21105527638190955 0.21105527638190955 -0.12663316582914572 -0.12663316582914572
-0.12814070351758794 0.2135678391959799 0.2135678391959799 0.2135678391959799 -0.12814070351758794 -0.12814070351758794
-0.12964824120603013 0.21608040201005024 0.21608040201005024 0.21608040201005024 -0.12964824120603013 -0.12964824120603013
-0.13115577889447236 0.2185929648241206 0.2185929648241206 0.2185929648241206 -0.13115577889447236 -0.13115577889447236
-0.13266331658291458 0.22110552763819097 0.22110552763819097 0.22110552763819097 -0.13266331658291458 -0.13266331658291458
-0.13417085427135678 0.2236180904522613 0.2236180904522613 0.2236180904522613 -0.13417085427135678 -0.13417085427135678
-0.135678391959799 0.22613065326633167 0.22613065326633167 0.22613065326633167 -0.135678391959799 -0.135678391959799
-0.1371859296482412 0.228643216080402 0.228643216080402 0.228643216080402 -0.1371859296482412 -0.1371859296482412
-0.13869346733668342 0.23115577889447236 0.23115577889447236 0.23115577889447236 -0.13869346733668342 -0.13869346733668342
-0.14020100502512564 0.23366834170854273 0.23366834170854273 0.23366834170854273 -0.14020100502512564 -0.14020100502512564
-0.14170854271356784 0.23618090452261306 0.23618090452261306 0.23618090452261306 -0.14170854271356784 -0.14170854271356784
-0.14321608040201006 0.23869346733668342 0.23869346733668342 0.23869346733668342 -0.14321608040201006 -0.14321608040201006
-0.14472361809045226 0.24120603015075376 0.24120603015075376 0.24120603015075376 -0.14472361809045226 -0.14472361809045226
-0.14623115577889448 0.24371859296482412 0.24371859296482412 0.24371859296482412 -0.14623115577889448 -0.14623115577889448
-0.14773869346733667 0.24623115577889448 0.24623115577889448 0.24623115577889448 -0.14773869346733667 -0.14773869346733667
-0.1492462311557789 0.24874371859296482 0.24874371859296482 0.24874371859296482 -0.1492462311557789 -0.1492462311557789
-0.1507537688442211 0.25125628140703515 0.25125628140703515 0.25125628140703515 -0.1507537688442211 -0.1507537688442211
-0.15226130653266332 0.2537688442211055 0.2537688442211055 0.2537688442211055 -0.15226130653266332 -0.15226130653266332
-0.1537688442211055 0.2562814070351759 0.2562814070351759 0.2562814070351759 -0.1537688442211055 -0.1537688442211055
-0.15527638190954773 0.25879396984924624 0.25879396984924624 0.25879396984924624 -0.15527638190954773 -0.15527638190954773
-0.15678391959798996 0.2613065326633166 0.2613065326633166 0.2613065326633166 -0.15678391959798996 -0.15678391959798996
-0.15829145728643215 0.2638190954773869 0.2638190954773869 0.2638190954773869 -0.15829145728643215 -0.15829145728643215
-0.15979899497487435 0.2663316582914573 0.2663316582914573 0.2663316582914573 -0.15979899497487435 -0.15979899497487435
-0.16130653266331657 0.26884422110552764 0.26884422110552764 0.26884422110552764 -0.16130653266331657 -0.16130653266331657
-0.1628140703517588 0.271356783919598 0.271356783919598 0.271356783919598 -0.1628140703517588 -0.1628140703517588
-0.16432160804020102 0.27386934673366836 0.27386934673366836 0.27386934673366836 -0.16432160804020102 -0.16432160804020102
-0.16582914572864324 0.2763819095477387 0.2763819095477387 0.2763819095477387 -0.16582914572864324 -0.16582914572864324
-0.1673366834170854 0.27889447236180903 0.27889447236180903 0.27889447236180903 -0.1673366834170854 -0.1673366834170854
-0.16884422110552763 0.2814070351758794 0.2814070351758794 0.2814070351758794 -0.16884422110552763 -0.16884422110552763
-0.17035175879396985 0.28391959798994976 0.28391959798994976 0.28391959798994976 -0.17035175879396985 -0.17035175879396985
-0.17185929648241208 0.2864321608040201 0.2864321608040201 0.2864321608040201 -0.17185929648241208 -0.17185929648241208
-0.17336683417085427 0.2889447236180905 0.2889447236180905 0.2889447236180905 -0.17336683417085427 -0.17336683417085427
-0.17487437185929647 0.2914572864321608 0.2914572864321608 0.2914572864321608 -0.17487437185929647 -0.17487437185929647
-0.1763819095477387 0.29396984924623115 0.29396984924623115 0.29396984924623115 -0.1763819095477387 -0.1763819095477387
-0.17788944723618091 0.2964824120603015 0.2964824120603015 0.2964824120603015 -0.17788944723618091 -0.17788944723618091
-0.1793969849246231 0.2989949748743719 0.2989949748743719 0.2989949748743719 -0.1793969849246231 -0.1793969849246231
-0.18090452261306533 0.30150753768844224 0.30150753768844224 0.30150753768844224 -0.18090452261306533 -0.18090452261306533
-0.18241206030150753 0.30402010050251255 0.30402010050251255 0.30402010050251255 -0.18241206030150753 -0.18241206030150753
-0.18391959798994975 0.3065326633165829 0.3065326633165829 0.3065326633165829 -0.18391959798994975 -0.18391959798994975
-0.18542713567839195 0.30904522613065327 0.30904522613065327 0.30904522613065327 -0.18542713567839195 -0.18542713567839195
-0.18693467336683417 0.31155778894472363 0.31155778894472363 0.31155778894472363 -0.18693467336683417 -0.18693467336683417
-0.1884422110552764 0.314070351758794 0.314070351758794 0.314070351758794 -0.1884422110552764 -0.1884422110552764
-0.1899497487437186 0.3165829145728643 0.3165829145728643 0.3165829145728643 -0.1899497487437186 -0.1899497487437186
-0.19145728643216078 0.31909547738693467 0.31909547738693467 0.31909547738693467 -0.19145728643216078 -0.19145728643216078
-0.192964824120603 0.32160804020100503 0.32160804020100503 0.32160804020100503 -0.192964824120603 -0.192964824120603
-0.19447236180904523 0.3241206030150754 0.3241206030150754 0.3241206030150754 -0.19447236180904523 -0.19447236180904523
-0.19597989949748745 0.32663316582914576 0.32663316582914576 0.32663316582914576 -0.19597989949748745 -0.19597989949748745
-0.19748743718592962 0.32914572864321606 0.32914572864321606 0.32914572864321606 -0.19748743718592962 -0.19748743718592962
-0.19899497487437184 0.3316582914572864 0.3316582914572864 0.3316582914572864 -0.19899497487437184 -0.19899497487437184
-0.20050251256281407 0.3341708542713568 0.3341708542713568 0.3341708542713568 -0.20050251256281407 -0.20050251256281407
-0.2020100502512563 0.33668341708542715 0.33668341708542715 0.33668341708542715 -0.2020100502512563 -0.2020100502512563
-0.2035175879396985 0.3391959798994975 0.3391959798994975 0.3391959798994975 -0.2035175879396985 -0.2035175879396985
-0.20502512562814068 0.3417085427135678 0.3417085427135678 0.3417085427135678 -0.20502512562814068 -0.20502512562814068
-0.2065326633165829 0.3442211055276382 0.3442211055276382 0.3442211055276382 -0.2065326633165829 -0.2065326633165829
-0.20804020100502513 0.34673366834170855 0.34673366834170855 0.34673366834170855 -0.20804020100502513 -0.20804020100502513
-0.20954773869346735 0.3492462311557789 0.3492462311557789 0.3492462311557789 -0.20954773869346735 -0.20954773869346735
-0.21105527638190955 0.35175879396984927 0.35175879396984927 0.35175879396984927 -0.21105527638190955 -0.21105527638190955
-0.21256281407035174 0.3542713567839196 0.3542713567839196 0.3542713567839196 -0.21256281407035174 -0.21256281407035174
-0.21407035175879396 0.35678391959798994 0.35678391959798994 0.35678391959798994 -0.21407035175879396 -0.21407035175879396
-0.2155778894472362 0.3592964824120603 0.3592964824120603 0.3592964824120603 -0.2155778894472362 -0.2155778894472362
-0.21708542713567838 0.36180904522613067 0.36180904522613067 0.36180904522613067 -0.21708542713567838 -0.21708542713567838
-0.2185929648241206 0.36432160804020103 0.36432160804020103 0.36432160804020103 -0.2185929648241206 -0.2185929648241206
-0.2201005025125628 0.36683417085427134 0.36683417085427134 0.36683417085427134 -0.2201005025125628 -0.2201005025125628
-0.22160804020100502 0.3693467336683417 0.3693467336683417 0.3693467336683417 -0.22160804020100502 -0.22160804020100502
-0.22311557788944722 0.37185929648241206 0.37185929648241206 0.37185929648241206 -0.22311557788944722 -0.22311557788944722
-0.22462311557788944 0.3743718592964824 0.3743718592964824 0.3743718592964824 -0.22462311557788944 -0.22462311557788944
-0.22613065326633167 0.3768844221105528 0.3768844221105528 0.3768844221105528 -0.22613065326633167 -0.22613065326633167
-0.2276381909547739 0.37939698492462315 0.37939698492462315 0.37939698492462315 -0.2276381909547739 -0.2276381909547739
-0.22914572864321606 0.38190954773869346 0.38190954773869346 0.38190954773869346 -0.22914572864321606 -0.22914572864321606
-0.23065326633165828 0.3844221105527638 0.3844221105527638 0.3844221105527638 -0.23065326633165828 -0.23065326633165828
-0.2321608040201005 0.3869346733668342 0.3869346733668342 0.3869346733668342 -0.2321608040201005 -0.2321608040201005
-0.23366834170854273 0.38944723618090454 0.38944723618090454 0.38944723618090454 -0.23366834170854273 -0.23366834170854273
-0.23517587939698492 0.3919597989949749 0.3919597989949749 0.3919597989949749 -0.23517587939698492 -0.23517587939698492
-0.23668341708542712 0.3944723618090452 0.3944723618090452 0.3944723618090452 -0.23668341708542712 -0.23668341708542712
-0.23819095477386934 0.3969849246231156 0.3969849246231156 0.3969849246231156 -0.23819095477386934 -0.23819095477386934
-0.23969849246231156 0.39949748743718594 0.39949748743718594 0.39949748743718594 -0.23969849246231156 -0.23969849246231156
-0.24120603015075376 0.4020100502512563 0.4020100502512563 0.4020100502512563 -0.24120603015075376 -0.24120603015075376
-0.24271356783919598 0.40452261306532666 0.40452261306532666 0.40452261306532666 -0.24271356783919598 -0.24271356783919598
-0.24422110552763818 0.40703517587939697 0.40703517587939697 0.40703517587939697 -0.24422110552763818 -0.24422110552763818
-0.2457286432160804 0.40954773869346733 0.40954773869346733 0.40954773869346733 -0.2457286432160804 -0.2457286432160804
-0.2472361809045226 0.4120603015075377 0.4120603015075377 0.4120603015075377 -0.2472361809045226 -0.2472361809045226
-0.24874371859296482 0.41457286432160806 0.41457286432160806 0.41457286432160806 -0.24874371859296482 -0.24874371859296482
