	Mn2O3
6520	0,00573562124248441
6520,25062656642	0,00526601034148467
6520,50125313283	0,00479639944048492
6520,75187969925	0,00432678853948518
6521,00250626566	0,00385770818437522
6521,25313283208	0,0034763744697081
6521,5037593985	0,00309504075504099
6521,75438596491	0,00271370704037388
6522,00501253133	0,00234300751879695
6522,25563909774	0,00249338345864657
6522,50626566416	0,00264375939849619
6522,75689223058	0,0027941353383458
6523,00751879699	0,00294353737195837
6523,25814536341	0,00306144977057255
6523,50877192982	0,00317936216918672
6523,75939849624	0,00329727456780089
6524,01002506266	0,00339941593984957
6524,26065162907	0,00315881443609018
6524,51127819549	0,00291821293233079
6524,7619047619	0,0026776114285714
6525,01253132832	0,0024615016290727
6525,26315789474	0,00267453421052633
6525,51378446115	0,00288756679197995
6525,76441102757	0,00310059937343358
6526,01503759398	0,00327708915145008
6526,2656641604	0,00291905119942725
6526,51629072682	0,00256101324740442
6526,76691729323	0,00220297529538159
6527,01754385965	0,0019164912280695
6527,26817042606	0,00258065162907198
6527,51879699248	0,00324481203007446
6527,7694235589	0,00390897243107695
6528,02005012531	0,00451379686741814
6528,27067669173	0,00443625771014375
6528,52130325815	0,00435871855286936
6528,77192982456	0,00428117939559497
6529,02255639098	0,00421595539798526
6529,27318295739	0,0042885644931508
6529,52380952381	0,00436117358831633
6529,77443609023	0,00443378268348187
6530,02506265664	0,00452463626663859
6530,27568922306	0,00480449843452073
6530,52631578947	0,00508436060240287
6530,77694235589	0,005364222770285
6531,02756892231	0,0056079455124842
6531,27819548872	0,00546787477676259
6531,52882205514	0,00532780404104099
6531,77944862155	0,00518773330531938
6532,03007518797	0,00512756812269877
6532,28070175439	0,00589469031501856
6532,5313283208	0,00666181250733834
6532,78195488722	0,00742893469966091
6533,03258145363	0,00813903709922864
6533,28320802005	0,00824398541218454
6533,53383458647	0,00834893372514043
6533,78446115288	0,00845388203809633
6534,0350877193	0,00856660946983633
6534,28571428571	0,00876401224896766
6534,53634085213	0,00896141502809899
6534,78696741855	0,00915881780723032
6535,03759398496	0,00944194364649417
6535,28822055138	0,0106825867825719
6535,53884711779	0,0100812590593281
6535,78947368421	0,00978374700956999
6536,04010025063	0,010040963205355
6536,29072681704	0,00979116928533936
6536,54135338346	0,01228381023582
6536,79197994988	0,0138503350255983
6537,04260651629	0,0140052066424365
6537,29323308271	0,0150757638301056
6537,54385964912	0,0170673229369742
6537,79448621554	0,0188988553609952
6538,04511278196	0,0212878389866714
6538,29573934837	0,0262078093671699
6538,54636591479	0,0298796363778791
6538,7969924812	0,0343869038043634
6539,04761904762	0,0400698593073563
6539,29824561404	0,0455451953747996
6539,54887218045	0,0515587593984973
6539,79949874687	0,0575159479825439
6540,05012531328	0,0627907453819779
6540,3007518797	0,0665037315510983
6540,55137844612	0,0701233193911937
6540,80200501253	0,072442815704034
6541,05263157895	0,0744327870813434
6541,30325814536	0,0777934614946506
6541,55388471178	0,0804762490663742
6541,8045112782	0,0840642528195461
6542,05513784461	0,0880536470437448
6542,30576441103	0,0911722389781273
6542,55639097744	0,092884711696461
6542,80701754386	0,0965783178827833
6543,05764411028	0,100902788345036
6543,30827067669	0,101807367674152
6543,55889724311	0,105455809637405
6543,80952380952	0,108095765692639
6544,06015037594	0,110299601155205
6544,31077694236	0,113718745041414
6544,56140350877	0,118746872009576
6544,81203007519	0,123290980851568
6545,0626566416	0,127772449501241
6545,31328320802	0,133863836910149
6545,56390977444	0,142037055741324
6545,81453634085	0,151665961094778
6546,06516290727	0,163736806960738
6546,31578947368	0,178305807365429
6546,5664160401	0,193656048145927
6546,81704260652	0,211773448638096
6547,06766917293	0,232605404989754
6547,31829573935	0,254164985759869
6547,56892230576	0,279148481827812
6547,81954887218	0,302902122385184
6548,0701754386	0,325825275582743
6548,32080200501	0,350156642243014
6548,57142857143	0,376718315988613
6548,82205513784	0,400844985409653
6549,07268170426	0,424240022293657
6549,32330827068	0,448848285160513
6549,57393483709	0,471512398322512
6549,82456140351	0,496440529794683
6550,07518796992	0,521742338271369
6550,32581453634	0,544506433292814
6550,57644110276	0,569462591393442
6550,82706766917	0,592015467209047
6551,07769423559	0,613650055915307
6551,328320802	0,636707119711415
6551,57894736842	0,657296837632275
6551,82957393484	0,678655767719579
6552,08020050125	0,702071633391353
6552,33082706767	0,72780687545135
6552,58145363408	0,751878741486476
6552,8320802005	0,776628511593551
6553,08270676692	0,801485085382954
6553,33333333333	0,825676920903941
6553,58395989975	0,850610560311664
6553,83458646617	0,875574064398264
6554,08521303258	0,899410185165433
6554,335839599	0,921057788593262
6554,58646616541	0,943367031191812
6554,83709273183	0,961213137221556
6555,08771929825	0,97687773319434
6555,33834586466	0,991750440295621
6555,58897243108	1,00846595790319
6555,83959899749	1,02094451141977
6556,09022556391	1,03047485446289
6556,34085213033	1,03718370729083
6556,59147869674	1,04229535647027
6556,84210526316	1,04918828947367
6557,09273182957	1,05565577191566
6557,34335839599	1,06036289282527
6557,59398496241	1,06386741684721
6557,84461152882	1,0670010444428
6558,09523809524	1,07043644802146
6558,34586466165	1,07464415037595
6558,59649122807	1,07559851543049
6558,84711779449	1,07822654220297
6559,0977443609	1,07878883458646
6559,34837092732	1,07601704579245
6559,59899749373	1,07854455099614
6559,84962406015	1,07553111701789
6560,10025062657	1,06942698522621
6560,35087719298	1,06136016255327
6560,6015037594	1,0569352584852
6560,85213032581	1,05209158060167
6561,10275689223	1,04598719594761
6561,35338345865	1,03881201265875
6561,60401002506	1,03211447786131
6561,85463659148	1,02850958979416
6562,1052631579	1,02546137823372
6562,35588972431	1,02131338641686
6562,60651629073	1,02084500234192
6562,85714285714	1,02048763518967
6563,10776942356	1,01882185093882
6563,35839598998	1,01597568766549
6563,60902255639	1,01642879784206
6563,85964912281	1,01487959476155
6564,11027568922	1,01388229059491
6564,36090225564	1,0141589194112
6564,61152882206	1,01021243347806
6564,86215538847	1,0085475151695
6565,11278195489	1,00655689004815
6565,3634085213	1,00358248367629
6565,61403508772	1,00155438711911
6565,86466165414	1,00023978968548
6566,11528822055	0,998038237306746
6566,36591478697	0,994788287495054
6566,61654135338	0,992859122477247
6566,8671679198	0,989222773553602
6567,11779448622	0,986444629748713
6567,36842105263	0,98513245416913
6567,61904761905	0,983048592830388
6567,86967418546	0,980917918150638
6568,12030075188	0,978442208118608
6568,3709273183	0,975974017226163
6568,62155388471	0,974943271347382
6568,87218045113	0,97361322691976
6569,12280701754	0,972205332150603
6569,37343358396	0,971165882986153
6569,62406015038	0,973277719955623
6569,87468671679	0,973014028239614
6570,12531328321	0,971990679649945
6570,37593984962	0,971647305905209
6570,62656641604	0,974913899355128
6570,87719298246	0,975299070916728
6571,12781954887	0,975392494761494
6571,37844611529	0,975473100047036
6571,6290726817	0,973626747470918
6571,87969924812	0,977034968589236
6572,13032581454	0,979512214313875
6572,38095238095	0,980012395003904
6572,63157894737	0,980694427955133
6572,88220551378	0,982929192644533
6573,1328320802	0,981807536874975
6573,38345864662	0,979629796823516
6573,63408521303	0,983755279068457
6573,88471177945	0,982243376251089
6574,13533834586	0,982842770761169
6574,38596491228	0,983837141730735
6574,6365914787	0,980176304243757
6574,88721804511	0,978792235736401
6575,13784461153	0,977522343499201
6575,38847117794	0,975687286905794
6575,63909774436	0,972622247257496
6575,88972431078	0,972433397078129
6576,14035087719	0,969889633592185
6576,39097744361	0,966166972894421
6576,64160401002	0,965254327134363
6576,89223057644	0,961143534409799
6577,14285714286	0,956324417767113
6577,39348370927	0,951473679071279
6577,64411027569	0,946946912717188
6577,89473684211	0,942411431028559
6578,14536340852	0,939708053256394
6578,39598997494	0,937453389519563
6578,64661654135	0,931146773305818
6578,89724310777	0,929063997352933
6579,14786967419	0,925388846790182
6579,3984962406	0,920320781575796
6579,64912280702	0,915834776647509
6579,89974937343	0,910870584467708
6580,15037593985	0,907019840778418
6580,40100250627	0,903776438154212
6580,65162907268	0,900533035530006
6580,9022556391	0,89709259619638
6581,15288220551	0,893524853309753
6581,40350877193	0,889957110423127
6581,65413533835	0,886009246154613
6581,90476190476	0,881756784936205
6582,15538847118	0,877504323717796
6582,40601503759	0,87427955417264
6582,65664160401	0,872071030251874
6582,90726817043	0,8698625063311
6583,15789473684	0,867370593651227
6583,40852130326	0,864527323596193
6583,65914786967	0,861684053541159
6583,90977443609	0,859269413238976
6584,16040100251	0,857524855766864
6584,41102756892	0,855780298294753
6584,66165413534	0,853995356406679
6584,91228070175	0,852176187073426
6585,16290726817	0,850357017740172
6585,41353383459	0,848965238454676
6585,664160401	0,848027431094032
6585,91478696742	0,847089623733388
6586,16541353383	0,846373570250692
6586,41604010025	0,845958040564858
6586,66666666667	0,845542510879025
6586,91729323308	0,845273983491976
6587,1679197995	0,845257645384648
6587,41854636592	0,84524130727732
6587,66917293233	0,845249117154033
6587,91979949875	0,84531120196188
6588,17042606516	0,845373286769727
6588,42105263158	0,845368867244928
6588,671679198	0,845162345353607
6588,92230576441	0,844955823462287
6589,17293233083	0,845376480281541
6589,42355889724	0,846775022268843
6589,67418546366	0,848173564256145
6589,92481203008	0,849317030075189
6590,17543859649	0,849943596491229
6590,42606516291	0,850570162907269
6590,67669172932	0,851272594426093
6590,92731829574	0,852184260815011
6591,17794486216	0,853095927203929
6591,42857142857	0,854018506409065
6591,67919799499	0,854983206846766
6591,9298245614	0,855947907284467
6592,18045112782	0,857104330701233
6592,43107769424	0,859463785824395
6592,68170426065	0,861823240947557
6592,93233082707	0,864426425928099
6593,18295739348	0,867666949111056
6593,4335839599	0,870907472294013
6593,68421052632	0,873983791118418
6593,93483709273	0,876450896381576
6594,18546365915	0,878918001644734
6594,43609022556	0,881456497452992
6594,68671679198	0,884406003858801
6594,9373433584	0,88735551026461
6595,18796992481	0,890370383270158
6595,43859649123	0,894140253628501
6595,68922305764	0,897910123986844
6595,93984962406	0,901711706737579
6596,19047619048	0,905629172704189
6596,44110275689	0,909546638670799
6596,69172932331	0,913288816449448
6596,94235588972	0,91601018423823
6597,19298245614	0,918731552027012
6597,44360902256	0,921543812518308
6597,69423558897	0,925426896852517
6597,94486215539	0,929309981186727
6598,1954887218	0,933178661654132
6598,44611528822	0,934636852586008
6598,69674185464	0,936095043517884
6598,94736842105	0,93755323444976
6599,19799498747	0,940058293334169
6599,44862155388	0,942637760081705
6599,6992481203	0,945213536275753
6599,94987468672	0,947736076392276
6600,20050125313	0,9502586165088
6600,45112781955	0,952781156625323
6600,70175438596	0,955419997493729
6600,95238095238	0,958059713667282
6601,2030075188	0,960699429840834
6601,45363408521	0,962836437754567
6601,70426065163	0,964929868477939
6601,95488721804	0,967023299201311
6602,20551378446	0,968270776280061
6602,45614035088	0,969361820998951
6602,70676691729	0,970452865717841
6602,95739348371	0,973110954493885
6603,20802005013	0,975809009618724
6603,45864661654	0,978507064743564
6603,70927318296	0,979378975389185
6603,95989974937	0,980045362498333
6604,21052631579	0,980711749607481
6604,46115288221	0,982062342471989
6604,71177944862	0,983560540115892
6604,96240601504	0,985058737759795
6605,21303258145	0,985219933166249
6605,46365914787	0,985304450555702
6605,71428571429	0,985388967945155
6605,9649122807	0,986873448322875
6606,21553884712	0,988568099458486
6606,46616541353	0,990262750594097
6606,71679197995	0,989741209208257
6606,96741854637	0,988627674075087
6607,21804511278	0,987514138941917
6607,4686716792	0,98721464239656
6607,71929824561	0,987249403362776
6607,96992481203	0,987284164328992
6608,22055137845	0,987759442947603
6608,47117794486	0,988323595891412
6608,72180451128	0,98888774883522
