	Mn metal
6568,87218045113	0,982004613444772
6569,12280701754	0,981942024486576
6569,37343358396	0,98190688219389
6569,62406015038	0,982006900345833
6569,87468671679	0,982106918497776
6570,12531328321	0,982206936649719
6570,37593984962	0,982306954801662
6570,62656641604	0,982406972953605
6570,87719298246	0,982506991105548
6571,12781954887	0,982607009257491
6571,37844611529	0,982985575176521
6571,6290726817	0,983447280591436
6571,87969924812	0,983908986006352
6572,13032581454	0,984370691421267
6572,38095238095	0,984832396836182
6572,63157894737	0,984886310891027
6572,88220551378	0,984507866427132
6573,1328320802	0,984129421963238
6573,38345864662	0,983750977499344
6573,63408521303	0,983372533035449
6573,88471177945	0,982994088571555
6574,13533834586	0,983624594326511
6574,38596491228	0,984747320608681
6574,6365914787	0,985870046890852
6574,88721804511	0,986992773173022
6575,13784461153	0,988115499455192
6575,38847117794	0,988734221829583
6575,63909774436	0,98930662300996
6575,88972431078	0,989276534370739
6576,14035087719	0,989097633351444
6576,39097744361	0,988918732332148
6576,64160401002	0,988739831312853
6576,89223057644	0,988560930293558
6577,14285714286	0,988382029274262
6577,39348370927	0,989725438769092
6577,64411027569	0,99108631394531
6577,89473684211	0,992447189121528
6578,14536340852	0,993808064297746
6578,39598997494	0,995168939473964
6578,64661654135	0,996529814650182
6578,89724310777	0,997688451785065
6579,14786967419	0,998619757583404
6579,3984962406	0,999551063381744
6579,64912280702	1,00048236918008
6579,89974937343	1,00141367497842
6580,15037593985	1,00234498077676
6580,40100250627	1,0032762865751
6580,65162907268	1,00420759237344
6580,9022556391	1,00513889817178
6581,15288220551	1,00607020397012
6581,40350877193	1,00700150976846
6581,65413533835	1,0079328155668
6581,90476190476	1,00877053694039
6582,15538847118	1,00940551704557
6582,40601503759	1,01004049715074
6582,65664160401	1,01067547725591
6582,90726817043	1,01131045736109
6583,15789473684	1,01194543746626
6583,40852130326	1,01258041757143
6583,65914786967	1,01321539767661
6583,90977443609	1,01385037778178
6584,16040100251	1,01448535788695
6584,41102756892	1,01512033799213
6584,66165413534	1,0157553180973
6584,91228070175	1,01639029820247
6585,16290726817	1,0181004210241
6585,41353383459	1,01982722572454
6585,664160401	1,02155403042498
6585,91478696742	1,02328083512542
6586,16541353383	1,02500763982586
6586,41604010025	1,0258415627369
6586,66666666667	1,02586363881549
6586,91729323308	1,02588571489407
6587,1679197995	1,02485346567383
6587,41854636592	1,02188806262839
6587,66917293233	1,01892265958295
6587,91979949875	1,0159572565375
6588,17042606516	1,01440456959789
6588,42105263158	1,01360065054007
6588,671679198	1,01279673148224
6588,92230576441	1,01199281242442
6589,17293233083	1,0111888933666
6589,42355889724	1,01038497430877
6589,67418546366	1,00958105525095
6589,92481203008	1,00877713619313
6590,17543859649	1,00797321713531
6590,42606516291	1,00716929807748
6590,67669172932	1,00636537901966
6590,92731829574	1,00556145996184
6591,17794486216	1,00459820478656
6591,42857142857	1,00355815116601
6591,67919799499	1,00251809754547
6591,9298245614	1,00147804392493
6592,18045112782	1,00043799030439
6592,43107769424	0,999409430250727
6592,68170426065	0,998384859720233
6592,93233082707	0,99736028918974
6593,18295739348	0,996335718659246
6593,4335839599	0,995311148128752
6593,68421052632	0,994286577598258
6593,93483709273	0,993262007067764
6594,18546365915	0,992258973651566
6594,43609022556	0,991275837230174
6594,68671679198	0,990292700808782
6594,9373433584	0,98930956438739
6595,18796992481	0,988326427965998
6595,43859649123	0,987343291544606
6595,68922305764	0,986360155123214
6595,93984962406	0,985377018701823
6596,19047619048	0,984393882280431
6596,44110275689	0,983410745859039
6596,69172932331	0,982427609437647
6596,94235588972	0,981444473016255
6597,19298245614	0,980519471397027
6597,44360902256	0,979695688956386
6597,69423558897	0,978871906515744
6597,94486215539	0,978048124075102
6598,1954887218	0,97722434163446
6598,44611528822	0,976400559193819
6598,69674185464	0,975576776753177
6598,94736842105	0,974752994312535
6599,19799498747	0,974307602215135
6599,44862155388	0,973962794892521
6599,6992481203	0,973617987569906
6599,94987468672	0,973273180247292
6600,20050125313	0,972925919966241
6600,45112781955	0,97250836881017
6600,70175438596	0,972090817654098
6600,95238095238	0,971673266498027
6601,2030075188	0,971255715341955
6601,45363408521	0,970838164185884
6601,70426065163	0,970420613029812
6601,95488721804	0,97000306187374
6602,20551378446	0,969671442893546
6602,45614035088	0,970060402373325
6602,70676691729	0,970449361853103
6602,95739348371	0,970838321332882
6603,20802005013	0,97122728081266
6603,45864661654	0,971391075592909
6603,70927318296	0,971137200689216
6603,95989974937	0,970883325785522
6604,21052631579	0,970629450881829
6604,46115288221	0,970375575978136
6604,71177944862	0,970121701074443
6604,96240601504	0,969879068686301
6605,21303258145	0,970938172965644
6605,46365914787	0,971997277244987
6605,71428571429	0,973056381524329
6605,9649122807	0,974115485803672
6606,21553884712	0,975174590083014
6606,46616541353	0,976233694362357
6606,71679197995	0,97700658821676
6606,96741854637	0,977726168361893
6607,21804511278	0,978445748507026
6607,4686716792	0,979165328652162
6607,71929824561	0,979884908797296
6607,96992481203	0,980604488942429
6608,22055137845	0,981324069087563
6608,47117794486	0,982043649232696
6608,72180451128	0,982763229377829
6608,97243107769	0,983482809522963
6609,22305764411	0,984202389668096
6609,47368421053	0,984921969813229
6609,72431077694	0,98566079043621
6609,97493734336	0,986437688189411
6610,22556390977	0,987214585942611
6610,47619047619	0,987991483695812
6610,72681704261	0,988768381449012
6610,97744360902	0,989545279202213
6611,22807017544	0,990322176955413
6611,47869674185	0,991099074708614
6611,72932330827	0,991875972461814
6611,97994987469	0,992652870215015
6612,2305764411	0,993429767968215
6612,48120300752	0,994206665721416
6612,73182957394	0,994982233385843
6612,98245614035	0,99546914928405
6613,23308270677	0,995956065182257
6613,48370927318	0,996442981080464
6613,7343358396	0,996929896978671
6613,98496240602	0,997416812876878
6614,23558897243	0,997903728775085
6614,48621553885	0,998390644673292
6614,73684210526	0,998877560571498
6614,98746867168	0,999364476469705
6615,2380952381	0,999851392367912
6615,48872180451	1,00033830826612
6615,73934837093	1,00082522416433
6615,98997493734	1,00122342328197
6616,24060150376	1,00153193990812
6616,49122807018	1,00184045653426
6616,74185463659	1,00214897316041
6616,99248120301	1,00217957026469
6617,24310776942	1,0018644566171
6617,49373433584	1,00154934296951
6617,74436090226	1,00123422932192
6617,99498746867	1,00091911567433
6618,24561403509	1,00060400202674
6618,4962406015	1,00028888837915
6618,74686716792	0,999973774731555
6618,99749373434	0,999658661083965
6619,24812030075	0,999343547436374
6619,49874686717	0,999028433788783
6619,74937343358	0,998713320141193
6620	0,998398206493602
