	mixture
6573,38345864662	0,960559728334032
6573,63408521303	0,96013247381179
6573,88471177945	0,955389670847993
6574,13533834586	0,95609986230765
6574,38596491228	0,959182768576181
6574,6365914787	0,9584486237549
6574,88721804511	0,958210144310505
6575,13784461153	0,959211751542852
6575,38847117794	0,959878332013548
6575,63909774436	0,955057793703939
6575,88972431078	0,957453087468965
6576,14035087719	0,958702257863314
6576,39097744361	0,958994039183372
6576,64160401002	0,960501513755847
6576,89223057644	0,960458237787244
6577,14285714286	0,960564512720726
6577,39348370927	0,960841549330696
6577,64411027569	0,959798393958999
6577,89473684211	0,960099513482652
6578,14536340852	0,958779005807179
6578,39598997494	0,956510380772468
6578,64661654135	0,956144176646476
6578,89724310777	0,956685003078901
6579,14786967419	0,955483881825457
6579,3984962406	0,953420133413517
6579,64912280702	0,952957945015057
6579,89974937343	0,952325556994643
6580,15037593985	0,952129781240188
6580,40100250627	0,952170952080161
6580,65162907268	0,952212122920133
6580,9022556391	0,950949866073246
6581,15288220551	0,948845476934842
6581,40350877193	0,946741087796438
6581,65413533835	0,946581319622199
6581,90476190476	0,947956409211753
6582,15538847118	0,949280813484202
6582,40601503759	0,949890312571711
6582,65664160401	0,949792868823195
6582,90726817043	0,949695425074679
6583,15789473684	0,949440437626837
6583,40852130326	0,948990120834091
6583,65914786967	0,948539804041346
6583,90977443609	0,947401113021291
6584,16040100251	0,945186277036233
6584,41102756892	0,942971441051174
6584,66165413534	0,942421462163365
6584,91228070175	0,943282517796462
6585,16290726817	0,944412359108673
6585,41353383459	0,945317753828965
6585,664160401	0,945980312460624
6585,91478696742	0,946642871092283
6586,16541353383	0,946741885476204
6586,41604010025	0,945853956773076
6586,66666666667	0,944763066361833
6586,91729323308	0,944634561493515
6587,1679197995	0,945893492453888
6587,41854636592	0,94666913495796
6587,66917293233	0,946812703979755
6587,91979949875	0,9455356266791
6588,17042606516	0,944611728404903
6588,42105263158	0,944384138377445
6588,671679198	0,945703719792475
6588,92230576441	0,947023301207506
6589,17293233083	0,948741772498117
6589,42355889724	0,951082185328578
6589,67418546366	0,953422598159039
6589,92481203008	0,956114515691852
6590,17543859649	0,959518740344689
6590,42606516291	0,962922964997526
6590,67669172932	0,966035761989335
6590,92731829574	0,968344805653723
6591,17794486216	0,970614015288746
6591,42857142857	0,972972732385593
6591,67919799499	0,975751036490751
6591,9298245614	0,978529340595909
6592,18045112782	0,981070037152026
6592,43107769424	0,982122656893646
6592,68170426065	0,983176274016057
6592,93233082707	0,984372658205563
6593,18295739348	0,985942369269681
6593,4335839599	0,9875120803338
6593,68421052632	0,989282058359266
6593,93483709273	0,991795045582532
6594,18546365915	0,994313417084371
6594,43609022556	0,996440922402863
6594,68671679198	0,99628948991127
6594,9373433584	0,996138057419677
6595,18796992481	0,996100303297028
6595,43859649123	0,997375557162651
6595,68922305764	0,998650811028273
6595,93984962406	0,998974066842419
6596,19047619048	0,995818537633086
6596,44110275689	0,992663008423753
6596,69172932331	0,98976754574942
6596,94235588972	0,988386609068225
6597,19298245614	0,98702020608757
6597,44360902256	0,985787098335181
6597,69423558897	0,985826245977632
6597,94486215539	0,985865393620084
6598,1954887218	0,985903558126123
6598,44611528822	0,985777194588026
6598,69674185464	0,985650831049929
6598,94736842105	0,985524467511832
6599,19799498747	0,984411310861543
6599,44862155388	0,983246438780855
6599,6992481203	0,982067840174384
6599,94987468672	0,980691237015735
6600,20050125313	0,979314020617478
6600,45112781955	0,977919231500466
6600,70175438596	0,976327215691723
6600,95238095238	0,974733715511336
6601,2030075188	0,973140215330949
6601,45363408521	0,968251412217592
6601,70426065163	0,963076956262047
6601,95488721804	0,957902500306502
6602,20551378446	0,956407939900815
6602,45614035088	0,955770031747712
6602,70676691729	0,955132123594609
6602,95739348371	0,952250781053896
6603,20802005013	0,949312221308073
6603,45864661654	0,946317370387367
6603,70927318296	0,944719631082267
6603,95989974937	0,943290881449797
6604,21052631579	0,941862131817326
6604,46115288221	0,939595940129291
6604,71177944862	0,937149085754779
6604,96240601504	0,934705042009155
6605,21303258145	0,933756833968229
6605,46365914787	0,932875749277214
6605,71428571429	0,931994664586199
6605,9649122807	0,931143238542549
6606,21553884712	0,930296265031178
6606,46616541353	0,929449291519806
6606,71679197995	0,928095725529203
6606,96741854637	0,926612622396489
6607,21804511278	0,925129519263774
6607,4686716792	0,923630668777807
6607,71929824561	0,922125352171946
6607,96992481203	0,920620035566086
6608,22055137845	0,920212688740341
6608,47117794486	0,920026857040638
6608,72180451128	0,919841025340935
6608,97243107769	0,918766241240841
6609,22305764411	0,917391732132046
6609,47368421053	0,916017223023252
6609,72431077694	0,914316544401828
6609,97493734336	0,912460567052721
6610,22556390977	0,910604589703613
6610,47619047619	0,911015207830255
6610,72681704261	0,912025508682099
6610,97744360902	0,913035809533942
6611,22807017544	0,911695410891919
6611,47869674185	0,909378512562057
6611,72932330827	0,907061614232195
6611,97994987469	0,905664288408444
6612,2305764411	0,904834769789229
6612,48120300752	0,904005251170015
6612,73182957394	0,902172823472568
6612,98245614035	0,899393254881876
6613,23308270677	0,896613686291185
6613,48370927318	0,894949722626295
6613,7343358396	0,893878061147971
6613,98496240602	0,892806399669647
6614,23558897243	0,891926541857465
6614,48621553885	0,891194391948762
6614,73684210526	0,89046224204006
6614,98746867168	0,889482272166024
6615,2380952381	0,888230234774453
6615,48872180451	0,886978197382882
6615,73934837093	0,886876539837782
6615,98997493734	0,887545827916431
6616,24060150376	0,888192695372204
6616,49122807018	0,887575891907573
6616,74185463659	0,885713733411989
6616,99248120301	0,883782095035939
6617,24310776942	0,883156578278577
6617,49373433584	0,884556566034174
6617,74436090226	0,885956553789771
6617,99498746867	0,885932298965478
6618,24561403509	0,884627840373749
6618,4962406015	0,883323381782021
6618,74686716792	0,883313692409544
6618,99749373434	0,88501759651038
6619,24812030075	0,886721500611217
6619,49874686717	0,888040152718787
6619,74937343358	0,888604729933525
6620	0,889169307148263
