	mixture
6520	0,0347830528436191
6520,25062656642	0,0341729411842041
6520,50125313283	0,033562829524789
6520,75187969925	0,0329527178653739
6521,00250626566	0,0323405992953049
6521,25313283208	0,0313964186670499
6521,5037593985	0,0304521156842417
6521,75438596491	0,0295078127014335
6522,00501253133	0,0285955738278468
6522,25563909774	0,0292544763061389
6522,50626566416	0,029913378784431
6522,75689223058	0,0305722812627231
6523,00751879699	0,031192390112801
6523,25814536341	0,0305581716506037
6523,50877192982	0,0299239531884063
6523,75939849624	0,029289734726209
6524,01002506266	0,0286822691579433
6524,26065162907	0,0286562092302204
6524,51127819549	0,0287471103985195
6524,7619047619	0,0288584997413415
6525,01253132832	0,0289336995465694
6525,26315789474	0,0283747881375117
6525,51378446115	0,027815876728454
6525,76441102757	0,0272569653193963
6526,01503759398	0,0267306145599634
6526,2656641604	0,0266805428074897
6526,51629072682	0,026630471055016
6526,76691729323	0,0265338056318013
6527,01754385965	0,0263889556539408
6527,26817042606	0,0268145126150067
6527,51879699248	0,0272400695760726
6527,7694235589	0,0276656265371385
6528,02005012531	0,027998345296
6528,27067669173	0,0272601263572386
6528,52130325815	0,0265219074184771
6528,77192982456	0,0257836884797156
6529,02255639098	0,0251250055534282
6529,27318295739	0,0253562844968566
6529,52380952381	0,0255875176519909
6529,77443609023	0,0258187508071251
6530,02506265664	0,0259876167869607
6530,27568922306	0,0255103735670096
6530,52631578947	0,0250331303470584
6530,77694235589	0,0246556832170311
6531,02756892231	0,0243980700596607
6531,27819548872	0,0242833490451405
6531,52882205514	0,0241686280306204
6531,77944862155	0,0240539070161002
6532,03007518797	0,024060474135915
6532,28070175439	0,0253522319264232
6532,5313283208	0,0268214912958234
6532,78195488722	0,0282907506652289
6533,03258145363	0,0296775787795223
6533,28320802005	0,0300550195659904
6533,53383458647	0,0304285045510646
6533,78446115288	0,0308019895361388
6534,0350877193	0,0311336880385551
6534,28571428571	0,0310106557055989
6534,53634085213	0,0308880359020681
6534,78696741855	0,0307654160985373
6535,03759398496	0,0308014494075012
6535,28822055138	0,0326096207989395
6535,53884711779	0,0364703092086888
6535,78947368421	0,0378345924807463
6536,04010025063	0,0364648179151057
6536,29072681704	0,0399984683735917
6536,54135338346	0,0414318099784319
6536,79197994988	0,0434686741381678
6537,04260651629	0,0461040281460586
6537,29323308271	0,0503970599101967
6537,54385964912	0,0542703030871546
6537,79448621554	0,0597564401521145
6538,04511278196	0,0657177356116599
6538,29573934837	0,0728880308000678
6538,54636591479	0,0852841168564226
6538,7969924812	0,101329777031851
6539,04761904762	0,119019420833083
6539,29824561404	0,134384338161827
6539,54887218045	0,153802651583052
6539,79949874687	0,172103657742241
6540,05012531328	0,188143090137506
6540,3007518797	0,204590561097938
6540,55137844612	0,213688945991565
6540,80200501253	0,222923397529773
6541,05263157895	0,233355473861764
6541,30325814536	0,240574315528224
6541,55388471178	0,251561059659366
6541,8045112782	0,264684767137777
6542,05513784461	0,280994562903185
6542,30576441103	0,300664595319826
6542,55639097744	0,315107193298766
6542,80701754386	0,334594010074611
6543,05764411028	0,358933215549801
6543,30827067669	0,386939995044718
6543,55889724311	0,41376693798585
6543,80952380952	0,443196653162761
6544,06015037594	0,474151372156837
6544,31077694236	0,505476692733568
6544,56140350877	0,53526685492285
6544,81203007519	0,560314720201126
6545,0626566416	0,582111207616349
6545,31328320802	0,599512660923493
6545,56390977444	0,61774949578233
6545,81453634085	0,630163146826759
6546,06516290727	0,640016333394846
6546,31578947368	0,65388400676316
6546,5664160401	0,662842704458147
6546,81704260652	0,673660550907892
6547,06766917293	0,685201888083672
6547,31829573935	0,69528779699659
6547,56892230576	0,71125226666921
6547,81954887218	0,727037837187406
6548,0701754386	0,741128693486105
6548,32080200501	0,753589888464182
6548,57142857143	0,771244974413479
6548,82205513784	0,787429224795332
6549,07268170426	0,804669124173338
6549,32330827068	0,825632394537918
6549,57393483709	0,846541009487237
6549,82456140351	0,871586985716191
6550,07518796992	0,89746629135031
6550,32581453634	0,919519522851425
6550,57644110276	0,940789955538605
6550,82706766917	0,959709809549851
6551,07769423559	0,976013113845845
6551,328320802	0,987871164847199
6551,57894736842	1,00442492337851
6551,82957393484	1,01766767781748
6552,08020050125	1,03068460084006
6552,33082706767	1,04632798347799
6552,58145363408	1,05568514962744
6552,8320802005	1,06898708294615
6553,08270676692	1,08151797692871
6553,33333333333	1,08828391871821
6553,58395989975	1,10284791435969
6553,83458646617	1,1134525023796
6554,08521303258	1,12208754444999
6554,335839599	1,12978590170805
6554,58646616541	1,1387318872785
6554,83709273183	1,14134455931156
6555,08771929825	1,14097760008778
6555,33834586466	1,13833432822136
6555,58897243108	1,12973297911441
6555,83959899749	1,12069895470247
6556,09022556391	1,11046865865871
6556,34085213033	1,09802414035411
6556,59147869674	1,08694814139569
6556,84210526316	1,07667695635164
6557,09273182957	1,06660342814175
6557,34335839599	1,05579856932222
6557,59398496241	1,04823923680081
6557,84461152882	1,04055811369975
6558,09523809524	1,03476553309797
6558,34586466165	1,03171675345498
6558,59649122807	1,02707651232362
6558,84711779449	1,02304461555951
6559,0977443609	1,01701918344428
6559,34837092732	1,00964755181287
6559,59899749373	1,0147504099895
6559,84962406015	1,01440174280339
6560,10025062657	1,01161847503516
6560,35087719298	1,00818165799672
6560,6015037594	1,00446874241816
6560,85213032581	1,00096487630459
6561,10275689223	0,997792415233773
6561,35338345865	0,994916156763122
6561,60401002506	0,992601864862395
6561,85463659148	0,990592123019338
6562,1052631579	0,98829804995915
6562,35588972431	0,985713304778678
6562,60651629073	0,985124715509205
6562,85714285714	0,98337152015074
6563,10776942356	0,982709084892794
6563,35839598998	0,984176975011481
6563,60902255639	0,986486665490051
6563,85964912281	0,984393977362161
6564,11027568922	0,983011630716066
6564,36090225564	0,985176534325479
6564,61152882206	0,987678567637058
6564,86215538847	0,988969889013209
6565,11278195489	0,991455297822494
6565,3634085213	0,9950414897951
6565,61403508772	0,994676131778101
6565,86466165414	1,00131341910443
6566,11528822055	1,0066523394634
6566,36591478697	1,0096975079564
6566,61654135338	1,01387078282831
6566,8671679198	1,01971885372131
6567,11779448622	1,02413267707651
6567,36842105263	1,02690895297109
6567,61904761905	1,0328546822957
6567,86967418546	1,034399925689
6568,12030075188	1,03499241251669
6568,3709273183	1,03485466643607
6568,62155388471	1,02979189434214
6568,87218045113	1,02770988574132
6569,12280701754	1,02432647684903
6569,37343358396	1,01885861899541
6569,62406015038	1,01454367530217
6569,87468671679	1,00855233293907
6570,12531328321	1,00225266072474
6570,37593984962	0,996864269662655
6570,62656641604	0,994536482108048
6570,87719298246	0,988722373425012
6571,12781954887	0,983149934922529
6571,37844611529	0,978687876818919
6571,6290726817	0,97275562094186
6571,87969924812	0,970993083079051
6572,13032581454	0,968121951082485
6572,38095238095	0,964097569935041
6572,63157894737	0,964653387903947
6572,88220551378	0,961578609337205
6573,1328320802	0,960206465659674
