energy 117 130 140 150 163 173 180 190 200 210 220 230 240 260 280 300
7724.25 1.37082 1.38604 1.37878 1.37475 1.37749 1.41743 1.42184 1.43248 1.43083 1.42796 1.42006 1.41594 1.4505 1.39127 1.50159 1.47305
7724.5 1.3826 1.39473 1.3918 1.38595 1.38404 1.42068 1.41848 1.42684 1.42184 1.418 1.41007 1.40226 1.44269 1.37861 1.48296 1.45114
7724.75 1.39326 1.40212 1.40413 1.39613 1.38923 1.41768 1.41336 1.41743 1.41028 1.4058 1.39769 1.39103 1.42393 1.36494 1.44876 1.4227
7725 1.40109 1.40786 1.41122 1.39618 1.39154 1.41383 1.40935 1.40541 1.39986 1.39352 1.38528 1.37814 1.40712 1.35212 1.42204 1.38983
7725.25 1.40588 1.412 1.4162 1.39505 1.39217 1.4093 1.40621 1.39243 1.39022 1.38116 1.37283 1.36149 1.39399 1.34044 1.41986 1.36885
7725.5 1.40842 1.41381 1.41445 1.39828 1.38477 1.40285 1.39629 1.37913 1.37666 1.36597 1.357 1.34651 1.37743 1.32504 1.411 1.35089
7725.75 1.41003 1.41145 1.41186 1.3953 1.37907 1.39586 1.38536 1.36647 1.36243 1.35009 1.34006 1.33262 1.35905 1.30818 1.3968 1.33953
7726 1.41059 1.40738 1.40822 1.38466 1.37577 1.38766 1.37478 1.35506 1.34727 1.33357 1.32178 1.31651 1.34334 1.2895 1.36834 1.32447
7726.25 1.40692 1.40209 1.40185 1.3802 1.36651 1.37926 1.36365 1.34413 1.33079 1.31712 1.30448 1.29978 1.32664 1.27145 1.33773 1.30576
7726.5 1.40221 1.3983 1.39485 1.37769 1.3549 1.37063 1.3519 1.33347 1.31299 1.30077 1.2888 1.28149 1.30671 1.25468 1.30805 1.28691
7726.75 1.39639 1.39775 1.39397 1.37267 1.34675 1.36194 1.33826 1.31935 1.30175 1.28649 1.27342 1.26635 1.28734 1.23821 1.29218 1.26853
7727 1.38882 1.39227 1.39156 1.36713 1.33934 1.35321 1.32434 1.30537 1.2916 1.27281 1.25818 1.25415 1.26841 1.2219 1.29227 1.25435
7727.25 1.38165 1.38372 1.38629 1.36063 1.33352 1.34423 1.3141 1.29247 1.27747 1.25525 1.2392 1.23898 1.25322 1.20704 1.28537 1.24259
7727.5 1.38408 1.37916 1.378 1.35639 1.32446 1.33477 1.30421 1.2783 1.26331 1.23874 1.22135 1.22334 1.23839 1.19257 1.27582 1.23435
7727.75 1.38057 1.3742 1.36809 1.35336 1.31337 1.32451 1.29492 1.26305 1.2491 1.2243 1.20662 1.20931 1.22221 1.17907 1.25899 1.21971
